id,data
451,"{'марка': 'Datsun', 'модель': 'on-DO', 'тариф': 'эконом', 'аренда': 1250}"
452,"{'марка': 'Subaru', 'модель': 'Outback', 'тариф': 'комфорт+', 'аренда': 2500}"
453,"{'марка': 'Hyundai', 'модель': 'Solaris', 'тариф': 'эконом', 'аренда': 1600}"
454,"{'марка': 'Citroen', 'модель': 'C4', 'тариф': 'комфорт', 'аренда': 1700}"
455,"{'марка': 'Chery', 'модель': 'Tiggo 2', 'тариф': 'эконом', 'аренда': 1650}"
456,"{'марка': 'Volkswagen', 'модель': 'Polo', 'тариф': 'эконом', 'аренда': 1700}"
457,"{'марка': 'Kia', 'модель': 'Rio', 'тариф': 'эконом', 'аренда': 1700}"
458,"{'марка': 'Datsun', 'модель': 'on-DO', 'тариф': 'эконом', 'аренда': 1600}"
459,"{'марка': 'Suzuki', 'модель': 'Alto', 'тариф': 'эконом', 'аренда': 1750}"
460,"{'марка': 'Geely', 'модель': 'MK', 'тариф': 'эконом', 'аренда': 1750}"
461,"{'марка': 'Chery', 'модель': 'Tiggo 2', 'тариф': 'эконом', 'аренда': 1250}"
462,"{'марка': 'Lada', 'модель': 'Granta', 'тариф': 'эконом', 'аренда': 1300}"
463,"{'марка': 'Chery', 'модель': 'Tiggo 2', 'тариф': 'эконом', 'аренда': 1800}"
464,"{'марка': 'Skoda', 'модель': 'Rapid', 'тариф': 'комфорт', 'аренда': 1750}"
465,"{'марка': 'Fiat', 'модель': 'Panda', 'тариф': 'эконом', 'аренда': 1500}"
466,"{'марка': 'Peugeot', 'модель': '508', 'тариф': 'комфорт+', 'аренда': 2100}"
467,"{'марка': 'Skoda', 'модель': 'Rapid', 'тариф': 'комфорт', 'аренда': 2450}"
468,"{'марка': 'Chevrolet', 'модель': 'Spark', 'тариф': 'эконом', 'аренда': 1700}"
469,"{'марка': 'Skoda', 'модель': 'Octavia', 'тариф': 'комфорт+', 'аренда': 3150}"
470,"{'марка': 'Hyundai', 'модель': 'Solaris', 'тариф': 'эконом', 'аренда': 1400}"
471,"{'марка': 'Renault', 'модель': 'Logan', 'тариф': 'эконом', 'аренда': 1300}"
472,"{'марка': 'Geely', 'модель': 'Atlas', 'тариф': 'комфорт+', 'аренда': 2600}"
473,"{'марка': 'Honda', 'модель': 'Civic', 'тариф': 'комфорт', 'аренда': 2350}"
474,"{'марка': 'Geely', 'модель': 'Emgrand', 'тариф': 'комфорт', 'аренда': 1900}"
475,"{'марка': 'Chery', 'модель': 'Tiggo 7', 'тариф': 'комфорт+', 'аренда': 3150}"
476,"{'марка': 'Opel', 'модель': 'Astra', 'тариф': 'комфорт', 'аренда': 2350}"
477,"{'марка': 'Chery', 'модель': 'Tiggo 4', 'тариф': 'комфорт', 'аренда': 2100}"
478,"{'марка': 'Geely', 'модель': 'Atlas', 'тариф': 'комфорт+', 'аренда': 3100}"
479,"{'марка': 'Peugeot', 'модель': '508', 'тариф': 'комфорт+', 'аренда': 2900}"
480,"{'марка': 'Chery', 'модель': 'Tiggo 4', 'тариф': 'комфорт', 'аренда': 1950}"
481,"{'марка': 'Fiat', 'модель': 'Panda', 'тариф': 'эконом', 'аренда': 1450}"
482,"{'марка': 'Kia', 'модель': 'Optima', 'тариф': 'комфорт', 'аренда': 2450}"
483,"{'марка': 'Geely', 'модель': 'Atlas', 'тариф': 'комфорт+', 'аренда': 2550}"
484,"{'марка': 'Lada', 'модель': 'Granta', 'тариф': 'эконом', 'аренда': 1200}"
485,"{'марка': 'Kia', 'модель': 'Optima', 'тариф': 'комфорт', 'аренда': 2150}"
486,"{'марка': 'Geely', 'модель': 'MK', 'тариф': 'эконом', 'аренда': 1400}"
487,"{'марка': 'Geely', 'модель': 'Atlas', 'тариф': 'комфорт+', 'аренда': 3150}"
488,"{'марка': 'Kia', 'модель': 'Rio', 'тариф': 'эконом', 'аренда': 1600}"
489,"{'марка': 'Lada', 'модель': 'Granta', 'тариф': 'эконом', 'аренда': 1350}"
490,"{'марка': 'Ford', 'модель': 'Mondeo', 'тариф': 'комфорт+', 'аренда': 2100}"
491,"{'марка': 'Hyundai', 'модель': 'Elantra', 'тариф': 'комфорт', 'аренда': 2200}"
492,"{'марка': 'Suzuki', 'модель': 'Alto', 'тариф': 'эконом', 'аренда': 1500}"
493,"{'марка': 'Kia', 'модель': 'Rio', 'тариф': 'эконом', 'аренда': 1550}"
494,"{'марка': 'Skoda', 'модель': 'Rapid', 'тариф': 'комфорт', 'аренда': 2100}"
495,"{'марка': 'Fiat', 'модель': 'Panda', 'тариф': 'эконом', 'аренда': 1750}"
496,"{'марка': 'Suzuki', 'модель': 'Alto', 'тариф': 'эконом', 'аренда': 1200}"
497,"{'марка': 'Ford', 'модель': 'Mondeo', 'тариф': 'комфорт+', 'аренда': 3300}"
498,"{'марка': 'Geely', 'модель': 'MK', 'тариф': 'эконом', 'аренда': 1400}"
499,"{'марка': 'Peugeot', 'модель': '408', 'тариф': 'комфорт', 'аренда': 1950}"
500,"{'марка': 'Suzuki', 'модель': 'Alto', 'тариф': 'эконом', 'аренда': 1650}"
501,"{'марка': 'Geely', 'модель': 'MK', 'тариф': 'эконом', 'аренда': 1350}"
502,"{'марка': 'Skoda', 'модель': 'Octavia', 'тариф': 'комфорт+', 'аренда': 3050}"
503,"{'марка': 'Lada', 'модель': 'Granta', 'тариф': 'эконом', 'аренда': 1650}"
504,"{'марка': 'Kia', 'модель': 'Rio', 'тариф': 'эконом', 'аренда': 1600}"
505,"{'марка': 'Hyundai', 'модель': 'Solaris', 'тариф': 'эконом', 'аренда': 1600}"
506,"{'марка': 'Nissan', 'модель': 'Qashqai', 'тариф': 'комфорт+', 'аренда': 2850}"
507,"{'марка': 'Geely', 'модель': 'Emgrand', 'тариф': 'комфорт', 'аренда': 2250}"
508,"{'марка': 'Kia', 'модель': 'Rio', 'тариф': 'эконом', 'аренда': 1400}"
509,"{'марка': 'Nissan', 'модель': 'Qashqai', 'тариф': 'комфорт+', 'аренда': 2400}"
510,"{'марка': 'Volkswagen', 'модель': 'Polo', 'тариф': 'эконом', 'аренда': 1200}"
511,"{'марка': 'Suzuki', 'модель': 'Alto', 'тариф': 'эконом', 'аренда': 1200}"
512,"{'марка': 'Chevrolet', 'модель': 'Spark', 'тариф': 'эконом', 'аренда': 1750}"
513,"{'марка': 'Hyundai', 'модель': 'Solaris', 'тариф': 'эконом', 'аренда': 1550}"
514,"{'марка': 'Hyundai', 'модель': 'Solaris', 'тариф': 'эконом', 'аренда': 1800}"
515,"{'марка': 'Datsun', 'модель': 'on-DO', 'тариф': 'эконом', 'аренда': 1250}"
516,"{'марка': 'Hyundai', 'модель': 'Elantra', 'тариф': 'комфорт', 'аренда': 1800}"
517,"{'марка': 'Mazda', 'модель': '3', 'тариф': 'комфорт', 'аренда': 2450}"
518,"{'марка': 'Geely', 'модель': 'MK', 'тариф': 'эконом', 'аренда': 1650}"
519,"{'марка': 'Geely', 'модель': 'Emgrand', 'тариф': 'комфорт', 'аренда': 2200}"
520,"{'марка': 'Chery', 'модель': 'Tiggo 2', 'тариф': 'эконом', 'аренда': 1500}"
521,"{'марка': 'Suzuki', 'модель': 'Alto', 'тариф': 'эконом', 'аренда': 1750}"
522,"{'марка': 'Kia', 'модель': 'Rio', 'тариф': 'эконом', 'аренда': 1200}"
523,"{'марка': 'Daewoo', 'модель': 'Matiz', 'тариф': 'эконом', 'аренда': 1800}"
524,"{'марка': 'Renault', 'модель': 'Logan', 'тариф': 'эконом', 'аренда': 1200}"
525,"{'марка': 'Fiat', 'модель': 'Panda', 'тариф': 'эконом', 'аренда': 1350}"
526,"{'марка': 'Fiat', 'модель': 'Panda', 'тариф': 'эконом', 'аренда': 1600}"
527,"{'марка': 'Honda', 'модель': 'Civic', 'тариф': 'комфорт', 'аренда': 1800}"
528,"{'марка': 'Mitsubishi', 'модель': 'Outlander', 'тариф': 'комфорт+', 'аренда': 2500}"
529,"{'марка': 'Chevrolet', 'модель': 'Spark', 'тариф': 'эконом', 'аренда': 1400}"
530,"{'марка': 'Suzuki', 'модель': 'Alto', 'тариф': 'эконом', 'аренда': 1400}"
531,"{'марка': 'Honda', 'модель': 'Civic', 'тариф': 'комфорт', 'аренда': 1600}"
532,"{'марка': 'Chery', 'модель': 'Tiggo 2', 'тариф': 'эконом', 'аренда': 1250}"
533,"{'марка': 'Volkswagen', 'модель': 'Polo', 'тариф': 'эконом', 'аренда': 1750}"
534,"{'марка': 'Lada', 'модель': 'Granta', 'тариф': 'эконом', 'аренда': 1300}"
535,"{'марка': 'Honda', 'модель': 'Civic', 'тариф': 'комфорт', 'аренда': 1950}"
536,"{'марка': 'Hyundai', 'модель': 'Elantra', 'тариф': 'комфорт', 'аренда': 2050}"
537,"{'марка': 'Geely', 'модель': 'MK', 'тариф': 'эконом', 'аренда': 1250}"
538,"{'марка': 'Hyundai', 'модель': 'Elantra', 'тариф': 'комфорт', 'аренда': 2400}"
539,"{'марка': 'Kia', 'модель': 'Optima', 'тариф': 'комфорт', 'аренда': 2300}"
540,"{'марка': 'Lada', 'модель': 'Granta', 'тариф': 'эконом', 'аренда': 1450}"
541,"{'марка': 'Daewoo', 'модель': 'Matiz', 'тариф': 'эконом', 'аренда': 1400}"
542,"{'марка': 'Suzuki', 'модель': 'Alto', 'тариф': 'эконом', 'аренда': 1650}"
543,"{'марка': 'Datsun', 'модель': 'on-DO', 'тариф': 'эконом', 'аренда': 1400}"
544,"{'марка': 'Peugeot', 'модель': '508', 'тариф': 'комфорт+', 'аренда': 2700}"
545,"{'марка': 'Renault', 'модель': 'Logan', 'тариф': 'эконом', 'аренда': 1550}"
546,"{'марка': 'Lada', 'модель': 'Granta', 'тариф': 'эконом', 'аренда': 1500}"
547,"{'марка': 'Skoda', 'модель': 'Octavia', 'тариф': 'комфорт+', 'аренда': 2000}"
548,"{'марка': 'Datsun', 'модель': 'on-DO', 'тариф': 'эконом', 'аренда': 1400}"
549,"{'марка': 'Fiat', 'модель': 'Panda', 'тариф': 'эконом', 'аренда': 1250}"
550,"{'марка': 'Lada', 'модель': 'Granta', 'тариф': 'эконом', 'аренда': 1300}"
551,"{'марка': 'Hyundai', 'модель': 'Elantra', 'тариф': 'комфорт', 'аренда': 1700}"
552,"{'марка': 'Datsun', 'модель': 'on-DO', 'тариф': 'эконом', 'аренда': 1250}"
553,"{'марка': 'Mazda', 'модель': '3', 'тариф': 'комфорт', 'аренда': 2100}"
554,"{'марка': 'Geely', 'модель': 'MK', 'тариф': 'эконом', 'аренда': 1250}"
555,"{'марка': 'Toyota', 'модель': 'Corolla', 'тариф': 'комфорт', 'аренда': 2400}"
556,"{'марка': 'Volkswagen', 'модель': 'Polo', 'тариф': 'эконом', 'аренда': 1550}"
557,"{'марка': 'Kia', 'модель': 'Rio', 'тариф': 'эконом', 'аренда': 1200}"
558,"{'марка': 'Chery', 'модель': 'Tiggo 2', 'тариф': 'эконом', 'аренда': 1750}"
559,"{'марка': 'Daewoo', 'модель': 'Matiz', 'тариф': 'эконом', 'аренда': 1400}"
560,"{'марка': 'Chery', 'модель': 'Tiggo 2', 'тариф': 'эконом', 'аренда': 1800}"
561,"{'марка': 'Honda', 'модель': 'Accord', 'тариф': 'комфорт+', 'аренда': 2450}"
562,"{'марка': 'Renault', 'модель': 'Logan', 'тариф': 'эконом', 'аренда': 1200}"
563,"{'марка': 'Daewoo', 'модель': 'Matiz', 'тариф': 'эконом', 'аренда': 1300}"
564,"{'марка': 'Mitsubishi', 'модель': 'Outlander', 'тариф': 'комфорт+', 'аренда': 3100}"
565,"{'марка': 'Mazda', 'модель': '3', 'тариф': 'комфорт', 'аренда': 2400}"
566,"{'марка': 'Kia', 'модель': 'Rio', 'тариф': 'эконом', 'аренда': 1550}"
567,"{'марка': 'Toyota', 'модель': 'Corolla', 'тариф': 'комфорт', 'аренда': 2450}"
568,"{'марка': 'Honda', 'модель': 'Accord', 'тариф': 'комфорт+', 'аренда': 3100}"
569,"{'марка': 'Lada', 'модель': 'Granta', 'тариф': 'эконом', 'аренда': 1750}"
570,"{'марка': 'Toyota', 'модель': 'Camry', 'тариф': 'комфорт+', 'аренда': 2100}"
571,"{'марка': 'Chery', 'модель': 'Tiggo 7', 'тариф': 'комфорт+', 'аренда': 2000}"
572,"{'марка': 'Toyota', 'модель': 'Corolla', 'тариф': 'комфорт', 'аренда': 2100}"
573,"{'марка': 'Kia', 'модель': 'Optima', 'тариф': 'комфорт', 'аренда': 2500}"
574,"{'марка': 'Kia', 'модель': 'Rio', 'тариф': 'эконом', 'аренда': 1350}"
575,"{'марка': 'Toyota', 'модель': 'Camry', 'тариф': 'комфорт+', 'аренда': 2750}"
576,"{'марка': 'Datsun', 'модель': 'on-DO', 'тариф': 'эконом', 'аренда': 1750}"
577,"{'марка': 'Volkswagen', 'модель': 'Jetta', 'тариф': 'комфорт', 'аренда': 1900}"
578,"{'марка': 'Honda', 'модель': 'Accord', 'тариф': 'комфорт+', 'аренда': 2650}"
579,"{'марка': 'Chery', 'модель': 'Tiggo 4', 'тариф': 'комфорт', 'аренда': 2000}"
580,"{'марка': 'Kia', 'модель': 'Optima', 'тариф': 'комфорт', 'аренда': 2350}"
581,"{'марка': 'Hyundai', 'модель': 'Solaris', 'тариф': 'эконом', 'аренда': 1250}"
582,"{'марка': 'Kia', 'модель': 'Rio', 'тариф': 'эконом', 'аренда': 1300}"
583,"{'марка': 'Ford', 'модель': 'Mondeo', 'тариф': 'комфорт+', 'аренда': 2850}"
584,"{'марка': 'Renault', 'модель': 'Logan', 'тариф': 'эконом', 'аренда': 1750}"
585,"{'марка': 'Datsun', 'модель': 'on-DO', 'тариф': 'эконом', 'аренда': 1750}"
586,"{'марка': 'Renault', 'модель': 'Logan', 'тариф': 'эконом', 'аренда': 1750}"
587,"{'марка': 'Lada', 'модель': 'Granta', 'тариф': 'эконом', 'аренда': 1400}"
588,"{'марка': 'Lada', 'модель': 'Granta', 'тариф': 'эконом', 'аренда': 1700}"
589,"{'марка': 'Kia', 'модель': 'Rio', 'тариф': 'эконом', 'аренда': 1600}"
590,"{'марка': 'Datsun', 'модель': 'on-DO', 'тариф': 'эконом', 'аренда': 1500}"
591,"{'марка': 'Hyundai', 'модель': 'Solaris', 'тариф': 'эконом', 'аренда': 1550}"
592,"{'марка': 'Kia', 'модель': 'Rio', 'тариф': 'эконом', 'аренда': 1500}"
593,"{'марка': 'Volkswagen', 'модель': 'Polo', 'тариф': 'эконом', 'аренда': 1750}"
594,"{'марка': 'Datsun', 'модель': 'on-DO', 'тариф': 'эконом', 'аренда': 1200}"
595,"{'марка': 'Fiat', 'модель': 'Panda', 'тариф': 'эконом', 'аренда': 1350}"
596,"{'марка': 'Renault', 'модель': 'Logan', 'тариф': 'эконом', 'аренда': 1200}"
597,"{'марка': 'Mazda', 'модель': '6', 'тариф': 'комфорт+', 'аренда': 2900}"
598,"{'марка': 'Peugeot', 'модель': '408', 'тариф': 'комфорт', 'аренда': 2250}"
599,"{'марка': 'Geely', 'модель': 'MK', 'тариф': 'эконом', 'аренда': 1350}"
600,"{'марка': 'Hyundai', 'модель': 'Solaris', 'тариф': 'эконом', 'аренда': 1700}"
601,"{'марка': 'Daewoo', 'модель': 'Matiz', 'тариф': 'эконом', 'аренда': 1700}"
602,"{'марка': 'Toyota', 'модель': 'Corolla', 'тариф': 'комфорт', 'аренда': 1850}"
603,"{'марка': 'Chery', 'модель': 'Tiggo 2', 'тариф': 'эконом', 'аренда': 1650}"
604,"{'марка': 'Mazda', 'модель': '3', 'тариф': 'комфорт', 'аренда': 2450}"
605,"{'марка': 'Subaru', 'модель': 'Outback', 'тариф': 'комфорт+', 'аренда': 2700}"
606,"{'марка': 'Hyundai', 'модель': 'Solaris', 'тариф': 'эконом', 'аренда': 1500}"
607,"{'марка': 'Suzuki', 'модель': 'Alto', 'тариф': 'эконом', 'аренда': 1250}"
608,"{'марка': 'Renault', 'модель': 'Logan', 'тариф': 'эконом', 'аренда': 1700}"
609,"{'марка': 'Subaru', 'модель': 'Outback', 'тариф': 'комфорт+', 'аренда': 2900}"
610,"{'марка': 'Fiat', 'модель': 'Panda', 'тариф': 'эконом', 'аренда': 1500}"
611,"{'марка': 'Honda', 'модель': 'Accord', 'тариф': 'комфорт+', 'аренда': 3150}"
612,"{'марка': 'Kia', 'модель': 'Rio', 'тариф': 'эконом', 'аренда': 1350}"
613,"{'марка': 'Toyota', 'модель': 'Corolla', 'тариф': 'комфорт', 'аренда': 2150}"
614,"{'марка': 'Hyundai', 'модель': 'Elantra', 'тариф': 'комфорт', 'аренда': 1850}"
615,"{'марка': 'Kia', 'модель': 'Rio', 'тариф': 'эконом', 'аренда': 1350}"
616,"{'марка': 'Chery', 'модель': 'Tiggo 4', 'тариф': 'комфорт', 'аренда': 1700}"
617,"{'марка': 'Chery', 'модель': 'Tiggo 7', 'тариф': 'комфорт+', 'аренда': 2450}"
618,"{'марка': 'Mitsubishi', 'модель': 'Outlander', 'тариф': 'комфорт+', 'аренда': 2400}"
619,"{'марка': 'Suzuki', 'модель': 'Alto', 'тариф': 'эконом', 'аренда': 1200}"
620,"{'марка': 'Lada', 'модель': 'Granta', 'тариф': 'эконом', 'аренда': 1800}"
621,"{'марка': 'Geely', 'модель': 'MK', 'тариф': 'эконом', 'аренда': 1500}"
622,"{'марка': 'Toyota', 'модель': 'Corolla', 'тариф': 'комфорт', 'аренда': 2250}"
623,"{'марка': 'Kia', 'модель': 'Rio', 'тариф': 'эконом', 'аренда': 1650}"
624,"{'марка': 'Renault', 'модель': 'Logan', 'тариф': 'эконом', 'аренда': 1400}"
625,"{'марка': 'Subaru', 'модель': 'Outback', 'тариф': 'комфорт+', 'аренда': 2500}"
626,"{'марка': 'Chery', 'модель': 'Tiggo 4', 'тариф': 'комфорт', 'аренда': 2000}"
627,"{'марка': 'Fiat', 'модель': 'Panda', 'тариф': 'эконом', 'аренда': 1650}"
628,"{'марка': 'Volkswagen', 'модель': 'Passat', 'тариф': 'комфорт+', 'аренда': 2800}"
629,"{'марка': 'Chery', 'модель': 'Tiggo 2', 'тариф': 'эконом', 'аренда': 1750}"
630,"{'марка': 'Honda', 'модель': 'Accord', 'тариф': 'комфорт+', 'аренда': 2650}"
631,"{'марка': 'Suzuki', 'модель': 'Alto', 'тариф': 'эконом', 'аренда': 1200}"
632,"{'марка': 'Volkswagen', 'модель': 'Polo', 'тариф': 'эконом', 'аренда': 1350}"
633,"{'марка': 'Opel', 'модель': 'Astra', 'тариф': 'комфорт', 'аренда': 1950}"
634,"{'марка': 'Chevrolet', 'модель': 'Spark', 'тариф': 'эконом', 'аренда': 1600}"
635,"{'марка': 'Chery', 'модель': 'Tiggo 4', 'тариф': 'комфорт', 'аренда': 2350}"
636,"{'марка': 'Chery', 'модель': 'Tiggo 2', 'тариф': 'эконом', 'аренда': 1600}"
637,"{'марка': 'Geely', 'модель': 'MK', 'тариф': 'эконом', 'аренда': 1600}"
638,"{'марка': 'Datsun', 'модель': 'on-DO', 'тариф': 'эконом', 'аренда': 1800}"
639,"{'марка': 'Chery', 'модель': 'Tiggo 7', 'тариф': 'комфорт+', 'аренда': 2650}"
640,"{'марка': 'Chery', 'модель': 'Tiggo 4', 'тариф': 'комфорт', 'аренда': 2400}"
641,"{'марка': 'Renault', 'модель': 'Logan', 'тариф': 'эконом', 'аренда': 1400}"
642,"{'марка': 'Geely', 'модель': 'MK', 'тариф': 'эконом', 'аренда': 1650}"
643,"{'марка': 'Renault', 'модель': 'Logan', 'тариф': 'эконом', 'аренда': 1400}"
644,"{'марка': 'Skoda', 'модель': 'Octavia', 'тариф': 'комфорт+', 'аренда': 2850}"
645,"{'марка': 'Chevrolet', 'модель': 'Spark', 'тариф': 'эконом', 'аренда': 1450}"
646,"{'марка': 'Daewoo', 'модель': 'Matiz', 'тариф': 'эконом', 'аренда': 1600}"
647,"{'марка': 'Renault', 'модель': 'Logan', 'тариф': 'эконом', 'аренда': 1200}"
648,"{'марка': 'Citroen', 'модель': 'C4', 'тариф': 'комфорт', 'аренда': 1950}"
649,"{'марка': 'Hyundai', 'модель': 'Solaris', 'тариф': 'эконом', 'аренда': 1550}"
650,"{'марка': 'Chery', 'модель': 'Tiggo 4', 'тариф': 'комфорт', 'аренда': 1950}"
651,"{'марка': 'Daewoo', 'модель': 'Matiz', 'тариф': 'эконом', 'аренда': 1700}"
652,"{'марка': 'Hyundai', 'модель': 'Solaris', 'тариф': 'эконом', 'аренда': 1800}"
653,"{'марка': 'Skoda', 'модель': 'Octavia', 'тариф': 'комфорт+', 'аренда': 2100}"
654,"{'марка': 'Geely', 'модель': 'Atlas', 'тариф': 'комфорт+', 'аренда': 3300}"
655,"{'марка': 'Hyundai', 'модель': 'Solaris', 'тариф': 'эконом', 'аренда': 1550}"
656,"{'марка': 'Peugeot', 'модель': '508', 'тариф': 'комфорт+', 'аренда': 2550}"
657,"{'марка': 'Datsun', 'модель': 'on-DO', 'тариф': 'эконом', 'аренда': 1650}"
658,"{'марка': 'Mitsubishi', 'модель': 'Outlander', 'тариф': 'комфорт+', 'аренда': 3050}"
659,"{'марка': 'Subaru', 'модель': 'Outback', 'тариф': 'комфорт+', 'аренда': 2200}"
660,"{'марка': 'Suzuki', 'модель': 'Alto', 'тариф': 'эконом', 'аренда': 1550}"
661,"{'марка': 'Kia', 'модель': 'Rio', 'тариф': 'эконом', 'аренда': 1200}"
662,"{'марка': 'Toyota', 'модель': 'Corolla', 'тариф': 'комфорт', 'аренда': 2400}"
663,"{'марка': 'Geely', 'модель': 'MK', 'тариф': 'эконом', 'аренда': 1450}"
664,"{'марка': 'Toyota', 'модель': 'Camry', 'тариф': 'комфорт+', 'аренда': 2450}"
665,"{'марка': 'Skoda', 'модель': 'Octavia', 'тариф': 'комфорт+', 'аренда': 3450}"
666,"{'марка': 'Geely', 'модель': 'Atlas', 'тариф': 'комфорт+', 'аренда': 3150}"
667,"{'марка': 'Volkswagen', 'модель': 'Polo', 'тариф': 'эконом', 'аренда': 1800}"
668,"{'марка': 'Kia', 'модель': 'Rio', 'тариф': 'эконом', 'аренда': 1200}"
669,"{'марка': 'Datsun', 'модель': 'on-DO', 'тариф': 'эконом', 'аренда': 1650}"
670,"{'марка': 'Geely', 'модель': 'Emgrand', 'тариф': 'комфорт', 'аренда': 1750}"
671,"{'марка': 'Renault', 'модель': 'Logan', 'тариф': 'эконом', 'аренда': 1750}"
672,"{'марка': 'Suzuki', 'модель': 'Alto', 'тариф': 'эконом', 'аренда': 1600}"
673,"{'марка': 'Chery', 'модель': 'Tiggo 7', 'тариф': 'комфорт+', 'аренда': 2800}"
674,"{'марка': 'Volkswagen', 'модель': 'Polo', 'тариф': 'эконом', 'аренда': 1550}"
675,"{'марка': 'Mazda', 'модель': '3', 'тариф': 'комфорт', 'аренда': 2350}"
676,"{'марка': 'Peugeot', 'модель': '508', 'тариф': 'комфорт+', 'аренда': 3400}"
677,"{'марка': 'Renault', 'модель': 'Logan', 'тариф': 'эконом', 'аренда': 1300}"
678,"{'марка': 'Toyota', 'модель': 'Camry', 'тариф': 'комфорт+', 'аренда': 3050}"
679,"{'марка': 'Datsun', 'модель': 'on-DO', 'тариф': 'эконом', 'аренда': 1600}"
680,"{'марка': 'Suzuki', 'модель': 'Alto', 'тариф': 'эконом', 'аренда': 1800}"
681,"{'марка': 'Mazda', 'модель': '6', 'тариф': 'комфорт+', 'аренда': 3350}"
682,"{'марка': 'Subaru', 'модель': 'Outback', 'тариф': 'комфорт+', 'аренда': 2600}"
683,"{'марка': 'Chevrolet', 'модель': 'Spark', 'тариф': 'эконом', 'аренда': 1650}"
684,"{'марка': 'Toyota', 'модель': 'Camry', 'тариф': 'комфорт+', 'аренда': 3000}"
685,"{'марка': 'Mazda', 'модель': '3', 'тариф': 'комфорт', 'аренда': 1800}"
686,"{'марка': 'Lada', 'модель': 'Granta', 'тариф': 'эконом', 'аренда': 1750}"
687,"{'марка': 'Hyundai', 'модель': 'Solaris', 'тариф': 'эконом', 'аренда': 1700}"
688,"{'марка': 'Suzuki', 'модель': 'Alto', 'тариф': 'эконом', 'аренда': 1300}"
689,"{'марка': 'Subaru', 'модель': 'Outback', 'тариф': 'комфорт+', 'аренда': 2650}"
690,"{'марка': 'Lada', 'модель': 'Granta', 'тариф': 'эконом', 'аренда': 1600}"
691,"{'марка': 'Geely', 'модель': 'Emgrand', 'тариф': 'комфорт', 'аренда': 2350}"
692,"{'марка': 'Opel', 'модель': 'Astra', 'тариф': 'комфорт', 'аренда': 1600}"
693,"{'марка': 'Kia', 'модель': 'Rio', 'тариф': 'эконом', 'аренда': 1700}"
694,"{'марка': 'Citroen', 'модель': 'C4', 'тариф': 'комфорт', 'аренда': 1900}"
695,"{'марка': 'Renault', 'модель': 'Logan', 'тариф': 'эконом', 'аренда': 1750}"
696,"{'марка': 'Ford', 'модель': 'Mondeo', 'тариф': 'комфорт+', 'аренда': 3150}"
697,"{'марка': 'Chery', 'модель': 'Tiggo 2', 'тариф': 'эконом', 'аренда': 1750}"
698,"{'марка': 'Datsun', 'модель': 'on-DO', 'тариф': 'эконом', 'аренда': 1800}"
699,"{'марка': 'Mazda', 'модель': '3', 'тариф': 'комфорт', 'аренда': 2300}"
700,"{'марка': 'Chevrolet', 'модель': 'Spark', 'тариф': 'эконом', 'аренда': 1750}"
701,"{'марка': 'Mazda', 'модель': '3', 'тариф': 'комфорт', 'аренда': 2300}"
702,"{'марка': 'Renault', 'модель': 'Logan', 'тариф': 'эконом', 'аренда': 1500}"
703,"{'марка': 'Subaru', 'модель': 'Outback', 'тариф': 'комфорт+', 'аренда': 2250}"
704,"{'марка': 'Geely', 'модель': 'MK', 'тариф': 'эконом', 'аренда': 1250}"
705,"{'марка': 'Mazda', 'модель': '6', 'тариф': 'комфорт+', 'аренда': 3000}"
706,"{'марка': 'Chery', 'модель': 'Tiggo 2', 'тариф': 'эконом', 'аренда': 1350}"
707,"{'марка': 'Chery', 'модель': 'Tiggo 2', 'тариф': 'эконом', 'аренда': 1200}"
708,"{'марка': 'Nissan', 'модель': 'Qashqai', 'тариф': 'комфорт+', 'аренда': 3250}"
709,"{'марка': 'Datsun', 'модель': 'on-DO', 'тариф': 'эконом', 'аренда': 1700}"
710,"{'марка': 'Geely', 'модель': 'MK', 'тариф': 'эконом', 'аренда': 1700}"
711,"{'марка': 'Geely', 'модель': 'Emgrand', 'тариф': 'комфорт', 'аренда': 2250}"
712,"{'марка': 'Suzuki', 'модель': 'Alto', 'тариф': 'эконом', 'аренда': 1300}"
713,"{'марка': 'Chery', 'модель': 'Tiggo 2', 'тариф': 'эконом', 'аренда': 1350}"
714,"{'марка': 'Daewoo', 'модель': 'Matiz', 'тариф': 'эконом', 'аренда': 1650}"
715,"{'марка': 'Peugeot', 'модель': '508', 'тариф': 'комфорт+', 'аренда': 2000}"
716,"{'марка': 'Chevrolet', 'модель': 'Spark', 'тариф': 'эконом', 'аренда': 1450}"
717,"{'марка': 'Datsun', 'модель': 'on-DO', 'тариф': 'эконом', 'аренда': 1250}"
718,"{'марка': 'Renault', 'модель': 'Logan', 'тариф': 'эконом', 'аренда': 1800}"
719,"{'марка': 'Skoda', 'модель': 'Rapid', 'тариф': 'комфорт', 'аренда': 1800}"
720,"{'марка': 'Daewoo', 'модель': 'Matiz', 'тариф': 'эконом', 'аренда': 1700}"
721,"{'марка': 'Volkswagen', 'модель': 'Jetta', 'тариф': 'комфорт', 'аренда': 1600}"
722,"{'марка': 'Datsun', 'модель': 'on-DO', 'тариф': 'эконом', 'аренда': 1500}"
723,"{'марка': 'Daewoo', 'модель': 'Matiz', 'тариф': 'эконом', 'аренда': 1500}"
724,"{'марка': 'Skoda', 'модель': 'Rapid', 'тариф': 'комфорт', 'аренда': 1750}"
