taxist_id,date,orders_cnt,total_cost,total_service_fee,auto_id,tariff,rent_cost,driver_income,company_income
67,2024-09-26,12,8707,1741.4,1805,эконом,1750,5215.6,3491.4
67,2024-09-28,7,3620,724.0,1805,эконом,1750,1146.0,2474.0
67,2024-09-29,2,1708,341.6,1805,эконом,1750,-383.5999999999999,2091.6
67,2024-09-30,8,6670,1334.0,1805,эконом,1750,3586.0,3084.0
68,2024-09-01,3,3819,763.8000000000001,893,комфорт+,2550,505.1999999999998,3313.8
68,2024-09-02,9,14756,2951.2000000000003,893,комфорт+,2550,9254.8,5501.200000000001
68,2024-09-03,7,10721,2144.2,893,комфорт+,2550,6026.799999999999,4694.2
68,2024-09-04,6,10686,2137.2,893,комфорт+,2550,5998.799999999999,4687.2
68,2024-09-09,5,8850,1770.0,893,комфорт+,2550,4530.0,4320.0
68,2024-09-11,9,12560,2512.0,893,комфорт+,2550,7498.0,5062.0
68,2024-09-12,9,14790,2958.0,893,комфорт+,2550,9282.0,5508.0
68,2024-09-13,13,23356,4671.2,893,комфорт+,2550,16134.8,7221.2
68,2024-09-14,17,29020,5804.0,893,комфорт+,2550,20666.0,8354.0
68,2024-09-16,6,7303,1460.6,893,комфорт+,2550,3292.3999999999996,4010.6
68,2024-09-17,11,16362,3272.4,893,комфорт+,2550,10539.6,5822.4
68,2024-09-18,10,16502,3300.4,893,комфорт+,2550,10651.6,5850.4
68,2024-09-19,9,14780,2956.0,893,комфорт+,2550,9274.0,5506.0
68,2024-09-21,8,9449,1889.8,893,комфорт+,2550,5009.2,4439.8
68,2024-09-22,16,19114,3822.8,893,комфорт+,2550,12741.2,6372.8
68,2024-09-27,8,13096,2619.2000000000003,893,комфорт+,2550,7926.799999999999,5169.200000000001
69,2024-09-01,7,9087,1817.4,37,комфорт,1950,5319.6,3767.4
69,2024-09-02,4,4309,861.8,37,комфорт,1950,1497.1999999999998,2811.8
69,2024-09-03,8,7681,1536.2,37,комфорт,1950,4194.8,3486.2
69,2024-09-05,10,9775,1955.0,37,комфорт,1950,5870.0,3905.0
69,2024-09-06,7,8462,1692.4,37,комфорт,1950,4819.6,3642.4
69,2024-09-07,3,2754,550.8,37,комфорт,1950,253.19999999999982,2500.8
69,2024-09-08,8,8593,1718.6000000000001,37,комфорт,1950,4924.4,3668.6000000000004
69,2024-09-09,9,10343,2068.6,37,комфорт,1950,6324.4,4018.6
69,2024-09-11,4,5073,1014.6,37,комфорт,1950,2108.4,2964.6
69,2024-09-12,11,11759,2351.8,37,комфорт,1950,7457.200000000001,4301.8
69,2024-09-14,8,5458,1091.6,37,комфорт,1950,2416.3999999999996,3041.6
69,2024-09-15,9,8252,1650.4,37,комфорт,1950,4651.6,3600.4
69,2024-09-17,3,2652,530.4000000000001,37,комфорт,1950,171.5999999999999,2480.4
69,2024-09-18,9,12873,2574.6,37,комфорт,1950,8348.4,4524.6
69,2024-09-19,8,12186,2437.2000000000003,37,комфорт,1950,7798.799999999999,4387.200000000001
69,2024-09-20,6,8678,1735.6,37,комфорт,1950,4992.4,3685.6
69,2024-09-22,5,6706,1341.2,37,комфорт,1950,3414.8,3291.2
69,2024-09-24,8,9399,1879.8000000000002,37,комфорт,1950,5569.2,3829.8
69,2024-09-26,7,5992,1198.4,37,комфорт,1950,2843.6000000000004,3148.4
69,2024-09-27,6,6546,1309.2,37,комфорт,1950,3286.8,3259.2
69,2024-09-28,9,7431,1486.2,37,комфорт,1950,3994.8,3436.2
69,2024-09-29,5,3316,663.2,37,комфорт,1950,702.8000000000002,2613.2
69,2024-09-30,5,8081,1616.2,37,комфорт,1950,4514.8,3566.2
70,2024-09-03,7,4025,805.0,1579,эконом,1550,1670.0,2355.0
70,2024-09-05,8,4692,938.4000000000001,1579,эконом,1550,2203.6,2488.4
70,2024-09-06,10,6185,1237.0,1579,эконом,1550,3398.0,2787.0
70,2024-09-07,8,6822,1364.4,1579,эконом,1550,3907.6000000000004,2914.4
70,2024-09-08,11,5589,1117.8,1579,эконом,1550,2921.2,2667.8
70,2024-09-09,11,5708,1141.6000000000001,1579,эконом,1550,3016.3999999999996,2691.6000000000004
70,2024-09-10,8,5406,1081.2,1579,эконом,1550,2774.8,2631.2
70,2024-09-12,8,2193,438.6,1579,эконом,1550,204.4000000000001,1988.6
70,2024-09-13,9,4543,908.6,1579,эконом,1550,2084.4,2458.6
70,2024-09-15,13,8291,1658.2,1579,эконом,1550,5082.8,3208.2
70,2024-09-16,7,4555,911.0,1579,эконом,1550,2094.0,2461.0
70,2024-09-17,10,5811,1162.2,1579,эконом,1550,3098.8,2712.2
70,2024-09-18,18,13467,2693.4,1579,эконом,1550,9223.6,4243.4
70,2024-09-19,12,7440,1488.0000000000002,1579,эконом,1550,4402.0,3038.0
70,2024-09-20,12,6496,1299.2,1579,эконом,1550,3646.8,2849.2
70,2024-09-21,8,7738,1547.6000000000001,1579,эконом,1550,4640.4,3097.6000000000004
70,2024-09-23,14,9080,1816.0,1579,эконом,1550,5714.0,3366.0
70,2024-09-24,12,7767,1553.4,1579,эконом,1550,4663.6,3103.4
70,2024-09-26,8,4695,939.0,1579,эконом,1550,2206.0,2489.0
70,2024-09-29,8,6753,1350.6,1579,эконом,1550,3852.3999999999996,2900.6
70,2024-09-30,1,423,84.60000000000001,1579,эконом,1550,-1211.6,1634.6
71,2024-09-01,11,16314,3262.8,1775,комфорт+,2600,10451.2,5862.8
71,2024-09-02,12,16862,3372.4,1775,комфорт+,2600,10889.6,5972.4
71,2024-09-04,3,4920,984.0000000000001,1775,комфорт+,2600,1336.0,3584.0
71,2024-09-05,5,3754,750.8000000000001,1775,комфорт+,2600,403.1999999999998,3350.8
71,2024-09-07,3,4094,818.8,1775,комфорт+,2600,675.1999999999998,3418.8
71,2024-09-09,8,10594,2118.8,1775,комфорт+,2600,5875.200000000001,4718.8
71,2024-09-12,8,14438,2887.6000000000004,1775,комфорт+,2600,8950.4,5487.6
71,2024-09-13,11,19914,3982.8,1775,комфорт+,2600,13331.2,6582.8
71,2024-09-16,11,15937,3187.4,1775,комфорт+,2600,10149.6,5787.4
71,2024-09-19,11,14588,2917.6,1775,комфорт+,2600,9070.4,5517.6
71,2024-09-24,10,10551,2110.2000000000003,1775,комфорт+,2600,5840.799999999999,4710.200000000001
71,2024-09-25,9,9736,1947.2,1775,комфорт+,2600,5188.8,4547.2
71,2024-09-28,7,11465,2293.0,1775,комфорт+,2600,6572.0,4893.0
71,2024-09-29,4,4878,975.6,1775,комфорт+,2600,1302.4,3575.6
71,2024-09-30,13,19371,3874.2,1775,комфорт+,2600,12896.8,6474.2
72,2024-09-02,7,11840,2368.0,1490,комфорт,2450,7022.0,4818.0
72,2024-09-04,9,8892,1778.4,1490,комфорт,2450,4663.6,4228.4
72,2024-09-06,10,12738,2547.6000000000004,1490,комфорт,2450,7740.4,4997.6
72,2024-09-07,3,2779,555.8000000000001,1490,комфорт,2450,-226.80000000000018,3005.8
72,2024-09-08,4,2733,546.6,1490,комфорт,2450,-263.5999999999999,2996.6
72,2024-09-11,8,9805,1961.0,1490,комфорт,2450,5394.0,4411.0
72,2024-09-12,5,6146,1229.2,1490,комфорт,2450,2466.8,3679.2
72,2024-09-13,9,6484,1296.8,1490,комфорт,2450,2737.2,3746.8
72,2024-09-14,4,5873,1174.6,1490,комфорт,2450,2248.3999999999996,3624.6
72,2024-09-15,6,6014,1202.8000000000002,1490,комфорт,2450,2361.2,3652.8
72,2024-09-16,7,5735,1147.0,1490,комфорт,2450,2138.0,3597.0
72,2024-09-17,9,7966,1593.2,1490,комфорт,2450,3922.8,4043.2
72,2024-09-18,12,12300,2460.0,1490,комфорт,2450,7390.0,4910.0
72,2024-09-19,5,7047,1409.4,1490,комфорт,2450,3187.6000000000004,3859.4
72,2024-09-21,11,13376,2675.2,1490,комфорт,2450,8250.8,5125.2
72,2024-09-22,9,14333,2866.6000000000004,1490,комфорт,2450,9016.4,5316.6
72,2024-09-23,7,5885,1177.0,1490,комфорт,2450,2258.0,3627.0
72,2024-09-24,6,11862,2372.4,1490,комфорт,2450,7039.6,4822.4
72,2024-09-26,2,1946,389.20000000000005,1490,комфорт,2450,-893.2,2839.2
72,2024-09-28,7,8634,1726.8,1490,комфорт,2450,4457.2,4176.8
73,2024-09-02,21,12438,2487.6,620,эконом,1800,8150.4,4287.6
73,2024-09-04,15,9221,1844.2,620,эконом,1800,5576.8,3644.2
73,2024-09-05,6,2245,449.0,620,эконом,1800,-4.0,2249.0
73,2024-09-06,18,9182,1836.4,620,эконом,1800,5545.6,3636.4
73,2024-09-07,16,9832,1966.4,620,эконом,1800,6065.6,3766.4
73,2024-09-08,13,9954,1990.8000000000002,620,эконом,1800,6163.2,3790.8
73,2024-09-11,16,10675,2135.0,620,эконом,1800,6740.0,3935.0
73,2024-09-12,16,9640,1928.0,620,эконом,1800,5912.0,3728.0
73,2024-09-13,15,10894,2178.8,620,эконом,1800,6915.200000000001,3978.8
73,2024-09-14,15,7398,1479.6000000000001,620,эконом,1800,4118.4,3279.6000000000004
73,2024-09-16,14,7313,1462.6000000000001,620,эконом,1800,4050.3999999999996,3262.6000000000004
73,2024-09-17,14,9673,1934.6,620,эконом,1800,5938.4,3734.6
73,2024-09-18,14,9086,1817.2,620,эконом,1800,5468.8,3617.2
73,2024-09-19,8,9165,1833.0,620,эконом,1800,5532.0,3633.0
73,2024-09-20,20,12251,2450.2000000000003,620,эконом,1800,8000.799999999999,4250.200000000001
73,2024-09-22,18,13489,2697.8,620,эконом,1800,8991.2,4497.8
73,2024-09-26,15,9769,1953.8,620,эконом,1800,6015.2,3753.8
73,2024-09-29,11,6252,1250.4,620,эконом,1800,3201.6000000000004,3050.4
74,2024-09-03,15,10405,2081.0,312,эконом,1750,6574.0,3831.0
74,2024-09-05,11,7554,1510.8,312,эконом,1750,4293.2,3260.8
74,2024-09-06,15,8405,1681.0,312,эконом,1750,4974.0,3431.0
74,2024-09-07,13,12968,2593.6000000000004,312,эконом,1750,8624.4,4343.6
74,2024-09-08,8,6257,1251.4,312,эконом,1750,3255.6000000000004,3001.4
74,2024-09-09,15,10340,2068.0,312,эконом,1750,6522.0,3818.0
74,2024-09-10,11,7484,1496.8,312,эконом,1750,4237.2,3246.8
74,2024-09-12,9,6502,1300.4,312,эконом,1750,3451.6000000000004,3050.4
74,2024-09-14,7,4809,961.8,312,эконом,1750,2097.2,2711.8
74,2024-09-15,18,15125,3025.0,312,эконом,1750,10350.0,4775.0
74,2024-09-16,9,6009,1201.8000000000002,312,эконом,1750,3057.2,2951.8
74,2024-09-17,6,3038,607.6,312,эконом,1750,680.4000000000001,2357.6
74,2024-09-18,6,1666,333.20000000000005,312,эконом,1750,-417.20000000000005,2083.2
74,2024-09-19,18,13061,2612.2000000000003,312,эконом,1750,8698.8,4362.200000000001
74,2024-09-20,7,5802,1160.4,312,эконом,1750,2891.6000000000004,2910.4
74,2024-09-21,9,5448,1089.6000000000001,312,эконом,1750,2608.3999999999996,2839.6000000000004
74,2024-09-23,12,9151,1830.2,312,эконом,1750,5570.8,3580.2
74,2024-09-24,17,9037,1807.4,312,эконом,1750,5479.6,3557.4
74,2024-09-25,11,7232,1446.4,312,эконом,1750,4035.6000000000004,3196.4
74,2024-09-29,10,7204,1440.8000000000002,312,эконом,1750,4013.2,3190.8
74,2024-09-30,14,7094,1418.8,312,эконом,1750,3925.2,3168.8
75,2024-09-01,10,13570,2714.0,869,комфорт+,3200,7656.0,5914.0
75,2024-09-03,4,4866,973.2,869,комфорт+,3200,692.8000000000002,4173.2
75,2024-09-04,7,18308,3661.6000000000004,869,комфорт+,3200,11446.4,6861.6
75,2024-09-06,5,12059,2411.8,869,комфорт+,3200,6447.200000000001,5611.8
75,2024-09-07,8,9167,1833.4,869,комфорт+,3200,4133.6,5033.4
75,2024-09-08,2,3199,639.8,869,комфорт+,3200,-640.8000000000002,3839.8
75,2024-09-10,6,11344,2268.8,869,комфорт+,3200,5875.200000000001,5468.8
75,2024-09-11,5,8579,1715.8000000000002,869,комфорт+,3200,3663.2,4915.8
75,2024-09-12,7,9469,1893.8,869,комфорт+,3200,4375.2,5093.8
75,2024-09-13,3,1721,344.20000000000005,869,комфорт+,3200,-1823.2,3544.2
75,2024-09-14,8,10119,2023.8000000000002,869,комфорт+,3200,4895.2,5223.8
75,2024-09-16,9,14628,2925.6000000000004,869,комфорт+,3200,8502.4,6125.6
75,2024-09-17,4,4870,974.0,869,комфорт+,3200,696.0,4174.0
75,2024-09-18,5,7116,1423.2,869,комфорт+,3200,2492.8,4623.2
75,2024-09-19,4,6901,1380.2,869,комфорт+,3200,2320.8,4580.2
75,2024-09-20,7,10704,2140.8,869,комфорт+,3200,5363.200000000001,5340.8
75,2024-09-21,5,6161,1232.2,869,комфорт+,3200,1728.8000000000002,4432.2
75,2024-09-22,5,4886,977.2,869,комфорт+,3200,708.8000000000002,4177.2
75,2024-09-24,3,2883,576.6,869,комфорт+,3200,-893.5999999999999,3776.6
75,2024-09-25,2,1062,212.4,869,комфорт+,3200,-2350.4,3412.4
75,2024-09-27,7,12556,2511.2000000000003,869,комфорт+,3200,6844.799999999999,5711.200000000001
75,2024-09-28,4,9769,1953.8,869,комфорт+,3200,4615.2,5153.8
75,2024-09-29,5,8306,1661.2,869,комфорт+,3200,3444.8,4861.2
75,2024-09-30,8,8171,1634.2,869,комфорт+,3200,3336.8,4834.2
76,2024-09-02,6,3418,683.6,112,эконом,1700,1034.4,2383.6
76,2024-09-03,10,7115,1423.0000000000002,112,эконом,1700,3992.0,3123.0
76,2024-09-05,13,7954,1590.8,112,эконом,1700,4663.2,3290.8
76,2024-09-06,19,11595,2319.0,112,эконом,1700,7576.0,4019.0
76,2024-09-07,8,8347,1669.4,112,эконом,1700,4977.6,3369.4
76,2024-09-08,8,6572,1314.4,112,эконом,1700,3557.6000000000004,3014.4
76,2024-09-09,9,3553,710.6,112,эконом,1700,1142.4,2410.6
76,2024-09-10,4,1564,312.8,112,эконом,1700,-448.79999999999995,2012.8
76,2024-09-11,19,13269,2653.8,112,эконом,1700,8915.2,4353.8
76,2024-09-12,7,2537,507.4,112,эконом,1700,329.5999999999999,2207.4
76,2024-09-14,3,1201,240.2,112,эконом,1700,-739.2,1940.2
76,2024-09-16,7,4223,844.6,112,эконом,1700,1678.4,2544.6
76,2024-09-17,7,4670,934.0,112,эконом,1700,2036.0,2634.0
76,2024-09-18,11,8610,1722.0,112,эконом,1700,5188.0,3422.0
76,2024-09-19,9,6143,1228.6000000000001,112,эконом,1700,3214.3999999999996,2928.6000000000004
76,2024-09-20,7,5318,1063.6000000000001,112,эконом,1700,2554.3999999999996,2763.6000000000004
76,2024-09-22,15,8116,1623.2,112,эконом,1700,4792.8,3323.2
76,2024-09-23,9,5242,1048.4,112,эконом,1700,2493.6000000000004,2748.4
76,2024-09-24,6,3909,781.8000000000001,112,эконом,1700,1427.1999999999998,2481.8
76,2024-09-25,9,5738,1147.6000000000001,112,эконом,1700,2890.3999999999996,2847.6000000000004
76,2024-09-26,10,6633,1326.6,112,эконом,1700,3606.3999999999996,3026.6
76,2024-09-27,11,7109,1421.8000000000002,112,эконом,1700,3987.2,3121.8
76,2024-09-29,14,9645,1929.0,112,эконом,1700,6016.0,3629.0
76,2024-09-30,6,3269,653.8,112,эконом,1700,915.1999999999998,2353.8
77,2024-09-01,9,6337,1267.4,443,эконом,1600,3469.6000000000004,2867.4
77,2024-09-02,16,14673,2934.6000000000004,443,эконом,1600,10138.4,4534.6
77,2024-09-03,9,5960,1192.0,443,эконом,1600,3168.0,2792.0
77,2024-09-04,10,4426,885.2,443,эконом,1600,1940.8000000000002,2485.2
77,2024-09-09,11,6717,1343.4,443,эконом,1600,3773.6000000000004,2943.4
77,2024-09-11,20,15319,3063.8,443,эконом,1600,10655.2,4663.8
77,2024-09-12,10,7216,1443.2,443,эконом,1600,4172.8,3043.2
77,2024-09-13,14,9009,1801.8,443,эконом,1600,5607.2,3401.8
77,2024-09-14,11,9723,1944.6000000000001,443,эконом,1600,6178.4,3544.6000000000004
77,2024-09-15,17,10011,2002.2,443,эконом,1600,6408.8,3602.2
77,2024-09-16,18,12878,2575.6,443,эконом,1600,8702.4,4175.6
77,2024-09-21,20,14567,2913.4,443,эконом,1600,10053.6,4513.4
77,2024-09-23,14,9547,1909.4,443,эконом,1600,6037.6,3509.4
77,2024-09-24,10,8266,1653.2,443,эконом,1600,5012.8,3253.2
77,2024-09-26,15,6478,1295.6000000000001,443,эконом,1600,3582.3999999999996,2895.6000000000004
77,2024-09-27,20,14650,2930.0,443,эконом,1600,10120.0,4530.0
77,2024-09-28,22,11565,2313.0,443,эконом,1600,7652.0,3913.0
77,2024-09-29,8,4519,903.8000000000001,443,эконом,1600,2015.1999999999998,2503.8
78,2024-09-01,5,4400,880.0,252,комфорт,2450,1070.0,3330.0
78,2024-09-02,4,2758,551.6,252,комфорт,2450,-243.5999999999999,3001.6
78,2024-09-03,9,9660,1932.0,252,комфорт,2450,5278.0,4382.0
78,2024-09-04,12,14506,2901.2,252,комфорт,2450,9154.8,5351.2
78,2024-09-05,7,8667,1733.4,252,комфорт,2450,4483.6,4183.4
78,2024-09-06,6,7503,1500.6,252,комфорт,2450,3552.3999999999996,3950.6
78,2024-09-07,7,9412,1882.4,252,комфорт,2450,5079.6,4332.4
78,2024-09-10,7,10313,2062.6,252,комфорт,2450,5800.4,4512.6
78,2024-09-11,5,7300,1460.0,252,комфорт,2450,3390.0,3910.0
78,2024-09-12,10,11861,2372.2,252,комфорт,2450,7038.799999999999,4822.2
78,2024-09-13,4,3859,771.8,252,комфорт,2450,637.1999999999998,3221.8
78,2024-09-15,14,15409,3081.8,252,комфорт,2450,9877.2,5531.8
78,2024-09-16,5,4985,997.0,252,комфорт,2450,1538.0,3447.0
78,2024-09-18,11,7763,1552.6,252,комфорт,2450,3760.3999999999996,4002.6
78,2024-09-21,7,4131,826.2,252,комфорт,2450,854.8000000000002,3276.2
78,2024-09-22,10,9026,1805.2,252,комфорт,2450,4770.8,4255.2
78,2024-09-23,8,10095,2019.0000000000002,252,комфорт,2450,5626.0,4469.0
78,2024-09-24,9,12865,2573.0,252,комфорт,2450,7842.0,5023.0
78,2024-09-25,7,5902,1180.4,252,комфорт,2450,2271.6000000000004,3630.4
78,2024-09-27,7,11237,2247.4,252,комфорт,2450,6539.6,4697.4
78,2024-09-29,7,5372,1074.4,252,комфорт,2450,1847.6000000000004,3524.4
78,2024-09-30,6,6430,1286.0,252,комфорт,2450,2694.0,3736.0
79,2024-09-01,7,6663,1332.6,485,комфорт,2150,3180.3999999999996,3482.6
79,2024-09-03,8,11728,2345.6000000000004,485,комфорт,2150,7232.4,4495.6
79,2024-09-04,10,15723,3144.6000000000004,485,комфорт,2150,10428.4,5294.6
79,2024-09-07,10,13707,2741.4,485,комфорт,2150,8815.6,4891.4
79,2024-09-08,10,11741,2348.2000000000003,485,комфорт,2150,7242.799999999999,4498.200000000001
79,2024-09-09,7,11574,2314.8,485,комфорт,2150,7109.200000000001,4464.8
79,2024-09-10,9,9597,1919.4,485,комфорт,2150,5527.6,4069.4
79,2024-09-14,6,4718,943.6,485,комфорт,2150,1624.4,3093.6
79,2024-09-15,9,10205,2041.0000000000002,485,комфорт,2150,6014.0,4191.0
79,2024-09-16,8,8647,1729.4,485,комфорт,2150,4767.6,3879.4
79,2024-09-17,8,10151,2030.2,485,комфорт,2150,5970.8,4180.2
79,2024-09-19,6,6644,1328.8000000000002,485,комфорт,2150,3165.2,3478.8
79,2024-09-20,6,8068,1613.6,485,комфорт,2150,4304.4,3763.6
79,2024-09-21,12,11789,2357.8,485,комфорт,2150,7281.200000000001,4507.8
79,2024-09-22,8,8803,1760.6,485,комфорт,2150,4892.4,3910.6
79,2024-09-24,7,9315,1863.0,485,комфорт,2150,5302.0,4013.0
79,2024-09-25,10,13981,2796.2,485,комфорт,2150,9034.8,4946.2
79,2024-09-26,17,17773,3554.6,485,комфорт,2150,12068.4,5704.6
79,2024-09-27,7,6267,1253.4,485,комфорт,2150,2863.6000000000004,3403.4
79,2024-09-28,14,14008,2801.6000000000004,485,комфорт,2150,9056.4,4951.6
79,2024-09-29,6,8289,1657.8000000000002,485,комфорт,2150,4481.2,3807.8
80,2024-09-01,9,5339,1067.8,823,эконом,1500,2771.2,2567.8
80,2024-09-04,19,9298,1859.6000000000001,823,эконом,1500,5938.4,3359.6000000000004
80,2024-09-05,14,8535,1707.0,823,эконом,1500,5328.0,3207.0
80,2024-09-07,13,9699,1939.8000000000002,823,эконом,1500,6259.2,3439.8
80,2024-09-08,14,9631,1926.2,823,эконом,1500,6204.8,3426.2
80,2024-09-09,17,11785,2357.0,823,эконом,1500,7928.0,3857.0
80,2024-09-10,12,9612,1922.4,823,эконом,1500,6189.6,3422.4
80,2024-09-11,13,7135,1427.0,823,эконом,1500,4208.0,2927.0
80,2024-09-12,15,12412,2482.4,823,эконом,1500,8429.6,3982.4
80,2024-09-13,8,4625,925.0,823,эконом,1500,2200.0,2425.0
80,2024-09-15,14,7864,1572.8,823,эконом,1500,4791.2,3072.8
80,2024-09-17,9,4353,870.6,823,эконом,1500,1982.4,2370.6
80,2024-09-18,11,8509,1701.8000000000002,823,эконом,1500,5307.2,3201.8
80,2024-09-20,17,11704,2340.8,823,эконом,1500,7863.200000000001,3840.8
80,2024-09-23,18,12135,2427.0,823,эконом,1500,8208.0,3927.0
80,2024-09-24,11,11222,2244.4,823,эконом,1500,7477.6,3744.4
80,2024-09-25,12,6402,1280.4,823,эконом,1500,3621.6000000000004,2780.4
80,2024-09-26,23,13717,2743.4,823,эконом,1500,9473.6,4243.4
80,2024-09-28,20,13038,2607.6,823,эконом,1500,8930.4,4107.6
81,2024-09-01,10,11796,2359.2000000000003,1756,комфорт,2400,7036.799999999999,4759.200000000001
81,2024-09-03,8,5258,1051.6,1756,комфорт,2400,1806.3999999999996,3451.6
81,2024-09-04,11,18062,3612.4,1756,комфорт,2400,12049.6,6012.4
81,2024-09-05,7,7630,1526.0,1756,комфорт,2400,3704.0,3926.0
81,2024-09-06,2,2624,524.8,1756,комфорт,2400,-300.8000000000002,2924.8
81,2024-09-07,7,7723,1544.6000000000001,1756,комфорт,2400,3778.3999999999996,3944.6000000000004
81,2024-09-08,14,11540,2308.0,1756,комфорт,2400,6832.0,4708.0
81,2024-09-09,7,9930,1986.0000000000002,1756,комфорт,2400,5544.0,4386.0
81,2024-09-10,4,6443,1288.6,1756,комфорт,2400,2754.3999999999996,3688.6
81,2024-09-11,6,6917,1383.4,1756,комфорт,2400,3133.6000000000004,3783.4
81,2024-09-13,9,11423,2284.6000000000004,1756,комфорт,2400,6738.4,4684.6
81,2024-09-15,8,9654,1930.8000000000002,1756,комфорт,2400,5323.2,4330.8
81,2024-09-17,10,12327,2465.4,1756,комфорт,2400,7461.6,4865.4
81,2024-09-18,7,10744,2148.8,1756,комфорт,2400,6195.200000000001,4548.8
81,2024-09-20,3,3174,634.8,1756,комфорт,2400,139.19999999999982,3034.8
81,2024-09-21,4,7421,1484.2,1756,комфорт,2400,3536.8,3884.2
81,2024-09-23,12,17002,3400.4,1756,комфорт,2400,11201.6,5800.4
81,2024-09-24,4,3773,754.6,1756,комфорт,2400,618.4000000000001,3154.6
81,2024-09-25,9,8168,1633.6000000000001,1756,комфорт,2400,4134.4,4033.6000000000004
81,2024-09-26,11,11904,2380.8,1756,комфорт,2400,7123.200000000001,4780.8
81,2024-09-27,8,8980,1796.0,1756,комфорт,2400,4784.0,4196.0
81,2024-09-28,8,13825,2765.0,1756,комфорт,2400,8660.0,5165.0
81,2024-09-30,7,6604,1320.8,1756,комфорт,2400,2883.2,3720.8
82,2024-09-01,6,6651,1330.2,939,комфорт+,3350,1970.8000000000002,4680.2
82,2024-09-02,6,7255,1451.0,939,комфорт+,3350,2454.0,4801.0
82,2024-09-03,9,16156,3231.2000000000003,939,комфорт+,3350,9574.8,6581.200000000001
82,2024-09-04,6,7589,1517.8,939,комфорт+,3350,2721.2,4867.8
82,2024-09-05,1,1218,243.6,939,комфорт+,3350,-2375.6,3593.6
82,2024-09-06,7,12381,2476.2,939,комфорт+,3350,6554.799999999999,5826.2
82,2024-09-08,4,6636,1327.2,939,комфорт+,3350,1958.8000000000002,4677.2
82,2024-09-09,4,5459,1091.8000000000002,939,комфорт+,3350,1017.1999999999998,4441.8
82,2024-09-10,10,17048,3409.6,939,комфорт+,3350,10288.4,6759.6
82,2024-09-12,9,13932,2786.4000000000005,939,комфорт+,3350,7795.5999999999985,6136.400000000001
82,2024-09-13,5,9371,1874.2000000000003,939,комфорт+,3350,4146.799999999999,5224.200000000001
82,2024-09-14,2,1759,351.8,939,комфорт+,3350,-1942.8,3701.8
82,2024-09-15,6,7053,1410.6,939,комфорт+,3350,2292.3999999999996,4760.6
82,2024-09-16,6,6252,1250.4,939,комфорт+,3350,1651.6000000000004,4600.4
82,2024-09-17,5,6970,1394.0,939,комфорт+,3350,2226.0,4744.0
82,2024-09-18,6,6482,1296.4,939,комфорт+,3350,1835.6000000000004,4646.4
82,2024-09-19,6,9868,1973.6000000000001,939,комфорт+,3350,4544.4,5323.6
82,2024-09-20,4,8084,1616.8000000000002,939,комфорт+,3350,3117.2,4966.8
82,2024-09-21,4,7317,1463.4,939,комфорт+,3350,2503.6000000000004,4813.4
82,2024-09-23,6,11922,2384.4,939,комфорт+,3350,6187.6,5734.4
82,2024-09-24,7,11265,2253.0,939,комфорт+,3350,5662.0,5603.0
82,2024-09-25,6,6512,1302.4,939,комфорт+,3350,1859.6000000000004,4652.4
82,2024-09-26,4,5971,1194.2,939,комфорт+,3350,1426.8000000000002,4544.2
82,2024-09-28,5,12202,2440.4,939,комфорт+,3350,6411.6,5790.4
82,2024-09-29,4,6689,1337.8000000000002,939,комфорт+,3350,2001.1999999999998,4687.8
82,2024-09-30,3,6284,1256.8,939,комфорт+,3350,1677.1999999999998,4606.8
83,2024-09-01,19,11018,2203.6,967,эконом,1550,7264.4,3753.6
83,2024-09-02,13,10994,2198.8,967,эконом,1550,7245.200000000001,3748.8
83,2024-09-03,13,8633,1726.6000000000001,967,эконом,1550,5356.4,3276.6000000000004
83,2024-09-04,5,4490,898.0,967,эконом,1550,2042.0,2448.0
83,2024-09-05,11,8007,1601.4,967,эконом,1550,4855.6,3151.4
83,2024-09-06,13,7911,1582.2,967,эконом,1550,4778.8,3132.2
83,2024-09-09,5,2808,561.6,967,эконом,1550,696.4000000000001,2111.6
83,2024-09-10,9,6995,1399.0,967,эконом,1550,4046.0,2949.0
83,2024-09-11,7,4796,959.2,967,эконом,1550,2286.8,2509.2
83,2024-09-12,6,5957,1191.4,967,эконом,1550,3215.6000000000004,2741.4
83,2024-09-13,8,4494,898.8000000000001,967,эконом,1550,2045.1999999999998,2448.8
83,2024-09-14,11,7712,1542.4,967,эконом,1550,4619.6,3092.4
83,2024-09-17,10,3309,661.8,967,эконом,1550,1097.1999999999998,2211.8
83,2024-09-18,13,13219,2643.8,967,эконом,1550,9025.2,4193.8
83,2024-09-19,9,5030,1006.0,967,эконом,1550,2474.0,2556.0
83,2024-09-20,4,2995,599.0,967,эконом,1550,846.0,2149.0
83,2024-09-21,11,4235,847.0,967,эконом,1550,1838.0,2397.0
83,2024-09-23,12,7223,1444.6000000000001,967,эконом,1550,4228.4,2994.6000000000004
83,2024-09-24,7,3720,744.0,967,эконом,1550,1426.0,2294.0
83,2024-09-25,14,11347,2269.4,967,эконом,1550,7527.6,3819.4
83,2024-09-26,8,4778,955.6,967,эконом,1550,2272.4,2505.6
83,2024-09-27,8,4465,893.0,967,эконом,1550,2022.0,2443.0
83,2024-09-28,5,3643,728.6,967,эконом,1550,1364.4,2278.6
83,2024-09-29,10,7411,1482.2,967,эконом,1550,4378.8,3032.2
